House #,Total_Bathrooms,AC,Num_Units,Total_Rooms,Bedrooms,Remodel_10_Years,Sale_Date,Price,Sale_Num,Square_Footage,Condition,Exterior_Wall,Roof,Interior_Wall,Kitchens,Fireplaces,Land_Area,Census_track,grade_5_english_75_N,grade_5_english_25_N,grade_5_math_75_N,grade_5_math_25_N,grade_8_english_75_N,grade_8_english_25_N,grade_8_math_75_N,grade_8_math_25_N,grade_9_12_english_75_N,grade_9_12_english_25_N,grade_9_12_math_75_N,grade_9_12_math_25_N,Starbucks_count_N,McDonalds_count_N,Population_size,Percent_White,Percent_Black,Percent_AmInd,Percent_Asian,Percent_HI_PI,Percent_Other_mixed,Percent_Hispanic,Percent_18plus,Total_Housing_Units,Percent_Occupied,Percent_Vacant,FAGI_Total,FAGI_Median
3766,1,N,1,6,3,0,11/23/16 0:00,460000,3,1440,Average,Common Brick,Built Up,Hardwood,1,0,2180,9500.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2910,0.148453608,0.790721649,0.00137457,0.014089347,0,0.065979381,0.038831615,0.836082474,1256,0.955414013,0.044585987,113767916,60025
3767,1,N,1,7,3,0,11/23/16 0:00,211000,3,1088,Average,Common Brick,Built Up,Hardwood,1,0,1280,9100.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4127,0.028349891,0.925611825,0.002665374,0.003149988,0,0.043130603,0.04191907,0.736370245,1854,0.896440129,0.103559871,89120109.76,31903
3768,2,N,1,8,3,0,11/23/16 0:00,445000,6,1156,Average,Stucco,Metal- Sms,Carpet,1,0,1536,7900.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1774,0.087936866,0.86583991,0.003382187,0.005636979,0,0.045659526,0.053551297,0.793122886,880,0.884090909,0.115909091,53049430,47103
3769,2,N,1,8,4,0,11/23/16 0:00,510000,3,1224,Average,Common Brick,Built Up,Hardwood,1,0,2064,7900.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3822,0.103872318,0.850863422,0.00418629,0.006279435,0,0.047619048,0.030088959,0.725013082,1784,0.8632287,0.1367713,85297510,37573
3770,1.5,N,1,7,4,0,11/23/16 0:00,210000,3,1152,Average,Common Brick,Built Up,Hardwood,1,0,1623,7300.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3546,0.011562324,0.970953187,0.002820079,0.001974055,0.000282008,0.018612521,0.0107163,0.68499718,1376,0.870639535,0.129360465,46570052,23679
3771,2.5,Y,1,11,3,0,11/23/16 0:00,551710,4,2588,Very Good,Brick/Siding,Comp Shingle,Hardwood,1,1,8952,7300.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3546,0.011562324,0.970953187,0.002820079,0.001974055,0.000282008,0.018612521,0.0107163,0.68499718,1376,0.870639535,0.129360465,46570052,23679
3772,1,Y,1,6,3,0,11/23/16 0:00,223173,3,1200,Average,Common Brick,Built Up,Hardwood,1,0,3125,9800.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1575,0.01015873,0.968888889,0.001904762,0.003174603,0,0.020952381,0.016507937,0.698412698,766,0.88381201,0.11618799,19288881,24214
3773,2.5,Y,1,6,3,0,11/28/16 0:00,1249000,3,2680,Good,Common Brick,Metal- Sms,Wood Floor,1,2,2000,4900.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2087,0.379971251,0.515093436,0.006708194,0.045040728,0.000479157,0.058936272,0.08528989,0.812649736,1094,0.887568556,0.112431444,136442151,59090
3774,2.5,Y,2,8,3,0,11/28/16 0:00,789000,3,1229,Average,Common Brick,Built Up,Hardwood/Carp,2,2,1489,7000,0,0,0,0,0,0,0,0,0,0,0,0,6.161129936,0,2812,0.785561878,0.15398293,0.00284495,0.02311522,0.001422475,0.034495021,0.057610242,0.923186344,1268,0.942429022,0.057570978,147508156,83749
3775,2.5,Y,1,6,2,1,11/28/16 0:00,738500,6,1020,Good,Common Brick,Built Up,Hardwood,1,0,512,8400.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1489,0.302887844,0.643384822,0.002686367,0.0161182,0.002014775,0.035594359,0.047683009,0.82740094,681,0.886930984,0.113069016,71052704,58733
3776,6,N,2,12,4,0,11/28/16 0:00,1600000,2,3468,Good,Common Brick,Comp Shingle,Wood Floor,2,1,1647,6700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3775,0.815099338,0.119735099,0.002913907,0.030198675,0.000529801,0.034701987,0.038940397,0.869668874,2008,0.929282869,0.070717131,302416019,101467.5
3777,2.5,Y,1,6,3,1,11/28/16 0:00,747000,7,1470,Good,Common Brick,Built Up,Hardwood,1,0,1841,8400.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2149,0.537924616,0.393671475,0.003257329,0.023731968,0.001861331,0.045602606,0.046067939,0.893438809,1270,0.924409449,0.075590551,95344734,63150
3778,3.5,Y,2,7,3,1,11/28/16 0:00,730000,4,1712,Good,Common Brick,Built Up,Hardwood,2,0,1360,8400.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1489,0.302887844,0.643384822,0.002686367,0.0161182,0.002014775,0.035594359,0.047683009,0.82740094,681,0.886930984,0.113069016,71052704,58733
3779,3,Y,1,8,3,1,11/28/16 0:00,812000,4,1120,Good,Common Brick,Metal- Sms,Hardwood,1,0,1156,8000.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2784,0.474497126,0.447916667,0.003591954,0.023347701,0.000359195,0.058189655,0.049568966,0.860991379,1391,0.924514738,0.075485262,144770934,75309.5
3780,2,N,2,4,2,0,11/28/16 0:00,580000,3,1590,Average,Common Brick,Metal- Sms,Wood Floor,2,0,1260,8000.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2784,0.474497126,0.447916667,0.003591954,0.023347701,0.000359195,0.058189655,0.049568966,0.860991379,1391,0.924514738,0.075485262,144770934,75309.5
3781,2.5,Y,1,8,3,1,11/28/16 0:00,1300000,5,1752,Good,Common Brick,Slate,Hardwood,1,2,5610,1000.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7436,0.852877891,0.040075309,0.002286175,0.05809575,0.000268962,0.04908553,0.068854223,0.795857988,2834,0.962244178,0.037755822,567841867,131571
3782,3,Y,1,7,3,0,11/28/16 0:00,968000,4,1479,Good,Common Brick,Comp Shingle,Hardwood,1,1,6600,1000.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7436,0.852877891,0.040075309,0.002286175,0.05809575,0.000268962,0.04908553,0.068854223,0.795857988,2834,0.962244178,0.037755822,567841867,131571
3783,3,Y,1,7,3,0,11/28/16 0:00,300000,2,2043,Poor,Common Brick,Slate,Hardwood,1,2,8220,1300.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3955,0.770417193,0.094563843,0.001769912,0.090265487,0,0.04551201,0.073324905,0.879140329,2156,0.941558442,0.058441558,403703591,76325
3784,2.5,Y,1,7,4,0,11/28/16 0:00,880000,4,1906,Good,Common Brick,Comp Shingle,Hardwood,1,1,6000,1400.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2998,0.778519013,0.118745831,0.001667779,0.053368913,0,0.051367578,0.077384923,0.815877252,1612,0.913151365,0.086848635,226932847,122810
3785,3.5,Y,1,7,4,1,11/28/16 0:00,837000,8,1727,Good,Vinyl Siding,Comp Shingle,Hardwood,2,1,4300,2000.02,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,3813,0.204038815,0.602412798,0.00367165,0.014162077,0.002360346,0.178599528,0.208234986,0.785208497,1436,0.928969359,0.071030641,137968594,39738.5
3786,3.5,Y,1,10,3,1,11/28/16 0:00,599000,4,1348,Good,Common Brick,Metal- Sms,Hardwood,1,0,1594,2100.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5309,0.127142588,0.621774345,0.006404219,0.01864758,0.001695235,0.21925033,0.310981352,0.782633264,2183,0.908382959,0.091617041,126189873,30443
3787,1,Y,1,6,3,0,11/28/16 0:00,290870,3,1434,Average,Common Brick,Built Up,Wood Floor,1,0,1275,3400,0,0,0,0,0,0,0,0,0,0,0,0,2.403627632,0,4347,0.132505176,0.780308259,0.004600874,0.02231424,0.000690131,0.078214861,0.054980446,0.919484702,1347,0.76095026,0.23904974,92096567,46152
3788,3.5,Y,1,6,3,1,11/28/16 0:00,665000,4,1272,Good,Common Brick,Metal- Sms,Hardwood,1,0,1416,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4913,0.226745369,0.593730918,0.004477916,0.018725829,0.000203542,0.155098718,0.24180745,0.805414207,1840,0.907065217,0.092934783,139048784,35833.5
3789,4.5,Y,1,8,3,1,11/28/16 0:00,740000,3,1760,Good,Common Brick,Comp Shingle,Hardwood,1,1,3737,1900.02,0,0,0,0,0,0.666666667,0,0.333333333,0,0.5,0,0.75,0,0,1969,0.120365668,0.780599289,0.001015744,0.012188928,0,0.100558659,0.090909091,0.825292026,861,0.93728223,0.06271777,71508164,51168
3790,4,N,4,20,8,1,11/28/16 0:00,605990,4,3608,Good,Common Brick,Built Up,Hardwood,4,0,4144,1900.01,0,0,0,0,0,1,1,1,0,0,0,0,3.367690625,0,4016,0.105577689,0.752739044,0.007719124,0.008964143,0.000747012,0.136205179,0.15562749,0.794322709,1603,0.937616968,0.062383032,119188692,42401
3791,1.5,N,1,6,3,0,11/28/16 0:00,417000,3,1361,Good,Common Brick,Comp Shingle,Hardwood/Carp,1,1,3610,9500.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2630,0.05513308,0.864638783,0.001140684,0.009505703,0.002281369,0.07756654,0.076425856,0.835361217,1217,0.935086278,0.064913722,105022944,46330
3792,2,Y,1,6,3,1,11/28/16 0:00,450000,5,1024,Good,Common Brick,Metal- Sms,Hardwood,1,0,3060,9500.01,0,0,0,0,0,0,0,0,0,0,0,0,1.624611803,0,5797,0.367086424,0.487666034,0.006210109,0.018630326,0.00172503,0.121959634,0.143350009,0.879592893,1954,0.92221085,0.07778915,71687637,29720.5
3793,2,Y,1,6,3,0,11/28/16 0:00,425000,3,1216,Average,Common Brick,Comp Shingle,Hardwood,1,1,2250,9500.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2630,0.05513308,0.864638783,0.001140684,0.009505703,0.002281369,0.07756654,0.076425856,0.835361217,1217,0.935086278,0.064913722,105022944,46330
3794,2.5,Y,1,7,3,1,11/28/16 0:00,552000,3,1193,Very Good,Common Brick,Built Up,Hardwood,1,0,2526,9500.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2910,0.148453608,0.790721649,0.00137457,0.014089347,0,0.065979381,0.038831615,0.836082474,1256,0.955414013,0.044585987,113767916,60025
3795,3.5,Y,1,12,4,0,11/28/16 0:00,587000,3,2528,Good,Brick/Siding,Built Up,Hardwood/Carp,1,0,3135,9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4163,0.088878213,0.832812875,0.005524862,0.010088878,0,0.072303627,0.063896229,0.815998078,1792,0.921316964,0.078683036,139399116,52796.5
3796,3.5,Y,1,8,4,0,11/28/16 0:00,375000,3,1972,Good,Brick/Siding,Comp Shingle,Hardwood/Carp,1,0,1917,7800.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3446,0.006964597,0.95443993,0.001160766,0.001160766,0,0.053685432,0.020023215,0.705745792,1378,0.879535559,0.120464441,45942286,25868
3797,3.5,Y,1,9,7,0,11/28/16 0:00,365000,5,1904,Good,Vinyl Siding,Comp Shingle,Hardwood/Carp,1,0,5009,9600.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2445,0.011042945,0.964826176,0.001226994,0.00204499,0.001226994,0.024539877,0.014723926,0.653578732,847,0.92798111,0.07201889,34565858,27655
3798,3.5,Y,1,8,4,0,11/28/16 0:00,415000,2,1612,Very Good,Brick/Siding,Built Up,Hardwood,1,0,2000,9900.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2795,0.008586762,0.957423971,0.002504472,0.001073345,0.000715564,0.036851521,0.018604651,0.719856887,1330,0.830075188,0.169924812,40068077,28297
3799,3,Y,1,5,3,1,11/28/16 0:00,350000,2,1980,Good,Common Brick,Comp Shingle,Hardwood,1,1,7780,7600.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3644,0.040614709,0.936059276,0.002744237,0.002744237,0.000274424,0.024698134,0.016190999,0.818331504,1931,0.906266183,0.093733817,94079938,38093.5
3800,1,Y,1,4,2,0,11/29/16 0:00,575500,5,840,Good,Common Brick,Metal- Sms,Wood Floor,1,0,809,10600,0,0,0,0,0,0,0,0,0,0,0,0,2.094486342,4.188972684,3933,0.412916349,0.5064836,0.003813883,0.032036613,0,0.053902873,0.045003814,0.863717264,1927,0.866632071,0.133367929,313701867,58798.5
3801,2.5,N,2,6,3,0,11/29/16 0:00,898000,2,1190,Very Good,Common Brick,Metal- Sms,Hardwood,2,1,1193,7000,0,0,0,0,0,0,0,0,0,0,0,0,6.161129936,0,2812,0.785561878,0.15398293,0.00284495,0.02311522,0.001422475,0.034495021,0.057610242,0.923186344,1268,0.942429022,0.057570978,147508156,83749
3802,3.5,Y,1,6,3,0,11/29/16 0:00,1000000,4,1488,Average,Common Brick,Metal- Sms,Hardwood,1,1,3367,300,0,0,0,0,0,0,0,0,0,0,0,0,2.533617943,0,6233,0.881918819,0.022300658,0.0017648,0.056473608,0.000160436,0.039467351,0.0648163,0.889138457,2912,0.945741758,0.054258242,358002514,70413
3803,2.5,Y,1,6,3,1,11/29/16 0:00,965000,3,1308,Average,Common Brick,Metal- Sms,Hardwood,1,2,2485,1000.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3442,0.809994189,0.053747821,0.002033701,0.090354445,0,0.04706566,0.078733295,0.937245787,2342,0.891972673,0.108027327,144272959,79814.5
3804,4.5,Y,1,9,6,1,11/29/16 0:00,1750000,3,3212,Very Good,Stucco,Metal- Sms,Hardwood,1,1,4050,1100,0.333333333,0.333333333,0.333333333,0.333333333,0.25,0.25,0,0.25,0.5,0.5,1.5,2,4.634837814,0,4779,0.839506173,0.060682151,0.001883239,0.057124922,0.001255493,0.041640511,0.064030132,0.832810211,2234,0.948075201,0.051924799,480166743,114189.5
3805,3,Y,1,8,4,1,11/29/16 0:00,1362500,4,1874,Good,Stucco,Metal- Sms,Hardwood,1,1,2961,500.02,0,0,0,0,0,0,0,0,0,0,0,0,4.45439854,0,3189,0.852931954,0.029789903,0.004703669,0.060206961,0,0.054248981,0.084979617,0.873628097,1774,0.926155581,0.073844419,316766139.2,89334
3806,3.5,Y,1,8,4,1,11/29/16 0:00,775000,2,1870,Good,Common Brick,Comp Shingle,Hardwood,1,1,9905,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5911,0.8250719,0.10878024,0.001184233,0.024530536,0.000338352,0.044154965,0.051429538,0.739468787,2126,0.97883349,0.02116651,623341016,165589
3807,1.5,N,1,7,3,1,11/29/16 0:00,702000,2,1706,Good,Common Brick,Metal- Sms,Hardwood,1,0,2160,2500.01,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,2554,0.240015662,0.560689115,0.004306969,0.009788567,0.001566171,0.188332028,0.230618637,0.819107283,1042,0.96353167,0.03646833,87120014,35144
3808,3.5,Y,1,8,4,1,11/29/16 0:00,930000,4,1681,Good,Wood Siding,Comp Shingle,Hardwood,2,1,5776,2000.02,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,3813,0.204038815,0.602412798,0.00367165,0.014162077,0.002360346,0.178599528,0.208234986,0.785208497,1436,0.928969359,0.071030641,137968594,39738.5
3809,3.5,Y,1,8,4,1,11/29/16 0:00,654000,4,1450,Very Good,Common Brick,Metal- Sms,Hardwood,1,1,1813,2100.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5309,0.127142588,0.621774345,0.006404219,0.01864758,0.001695235,0.21925033,0.310981352,0.782633264,2183,0.908382959,0.091617041,126189873,30443
3810,3.5,Y,1,7,4,1,11/29/16 0:00,700000,4,1566,Good,Common Brick,Built Up,Hardwood,1,2,1656,1800.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4480,0.122544643,0.665848214,0.004464286,0.011383929,0,0.190848214,0.2703125,0.772544643,1924,0.941787942,0.058212058,109529081,28093.5
3811,1.5,N,1,7,3,0,11/29/16 0:00,540000,6,1176,Average,Brick/Siding,Slate,Hardwood,1,1,4779,1800.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4480,0.122544643,0.665848214,0.004464286,0.011383929,0,0.190848214,0.2703125,0.772544643,1924,0.941787942,0.058212058,109529081,28093.5
3812,3.5,Y,1,6,4,1,11/29/16 0:00,960000,4,1432,Very Good,Common Brick,Built Up,Hardwood,1,0,1263,3300.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2134,0.344423618,0.569821931,0.003280225,0.019212746,0,0.071696345,0.059981256,0.86972821,982,0.903258656,0.096741344,98091822,61645
3813,1,N,1,6,3,0,11/29/16 0:00,740000,6,1315,Average,Common Brick,Metal- Sms,Hardwood,1,0,1073,2300.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2974,0.159381305,0.718560861,0.00672495,0.012441157,0.000672495,0.106926698,0.135171486,0.806321453,1168,0.915239726,0.084760274,104003314,43663
3814,2.5,Y,1,7,4,1,11/29/16 0:00,499000,3,1088,Good,Common Brick,Built Up,Hardwood,1,0,2684,1700.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2644,0.385779123,0.507564297,0.002269289,0.029878971,0.000378215,0.08698941,0.080181543,0.8596823,1312,0.9375,0.0625,118391616,59590
3815,2,Y,1,7,4,1,11/29/16 0:00,568000,6,1416,Good,Common Brick,Built Up,Hardwood,1,0,1584,8700.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1599,0.138211382,0.800500313,0.003752345,0.010006254,0.000625391,0.058161351,0.06441526,0.828642902,902,0.790465632,0.209534368,159109427,53754
3816,2.5,Y,1,8,3,0,11/29/16 0:00,884395,2,1696,Excellent,Brick Veneer,Built Up,Hardwood,1,1,1584,9200.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1976,0.372975709,0.515688259,0.002024291,0.025809717,0.000506073,0.090080972,0.093623482,0.889676113,619,0.920840065,0.079159935,66594041,48118
3817,2.5,Y,1,6,2,0,11/29/16 0:00,699000,6,1152,Average,Common Brick,Built Up,Hardwood,1,0,1584,8800.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4119,0.074775431,0.875697985,0.007040544,0.008497208,0.000971109,0.041757708,0.041757708,0.801408109,1999,0.873436718,0.126563282,99751561,38882.5
3818,1.5,Y,1,6,3,0,11/29/16 0:00,475000,3,1088,Average,Common Brick,Built Up,Hardwood/Carp,1,0,1440,9100.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4127,0.028349891,0.925611825,0.002665374,0.003149988,0,0.043130603,0.04191907,0.736370245,1854,0.896440129,0.103559871,89120109.76,31903
3819,2,N,1,9,3,0,11/29/16 0:00,430000,2,1320,Good,Brick/Siding,Comp Shingle,Hardwood,1,1,4985,9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4163,0.088878213,0.832812875,0.005524862,0.010088878,0,0.072303627,0.063896229,0.815998078,1792,0.921316964,0.078683036,139399116,52796.5
3820,1.5,Y,1,4,2,1,11/29/16 0:00,580000,6,896,Very Good,Common Brick,Metal- Sms,Hardwood,1,0,1788,7900.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3822,0.103872318,0.850863422,0.00418629,0.006279435,0,0.047619048,0.030088959,0.725013082,1784,0.8632287,0.1367713,85297510,37573
3821,4.5,Y,1,8,4,0,11/29/16 0:00,430000,5,1580,Very Good,Brick/Siding,Comp Shingle,Hardwood/Carp,1,0,6288,7800.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2139,0.008415147,0.959794296,0.000935016,0.002337541,0,0.03599813,0.022907901,0.744740533,906,0.894039735,0.105960265,32933216,27008
3822,2,Y,1,7,4,0,11/29/16 0:00,160000,4,2240,Average,Common Brick,Comp Shingle,Hardwood,1,1,4949,7800.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3446,0.006964597,0.95443993,0.001160766,0.001160766,0,0.053685432,0.020023215,0.705745792,1378,0.879535559,0.120464441,45942286,25868
3823,2.5,Y,1,7,4,0,11/29/16 0:00,560000,2,2112,Good,Vinyl Siding,Comp Shingle,Hardwood/Carp,1,0,5000,7600.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3644,0.040614709,0.936059276,0.002744237,0.002744237,0.000274424,0.024698134,0.016190999,0.818331504,1931,0.906266183,0.093733817,94079938,38093.5
3824,2,N,1,12,4,0,11/29/16 0:00,117000,3,1710,Average,Common Brick,Built Up,Hardwood,1,0,2558,10400,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,4365,0.029553265,0.942726231,0.002061856,0.002749141,0.000229095,0.035738832,0.019473081,0.77021764,1828,0.835886214,0.164113786,50092794,25363
3825,2.5,Y,1,6,3,1,11/30/16 0:00,950000,5,1588,Good,Common Brick,Built Up,Hardwood,1,0,1436,8300.01,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,2279,0.764809127,0.168056165,0.002193945,0.029398859,0.000438789,0.037735849,0.035103115,0.894690654,1154,0.928942808,0.071057192,159487649,82900
3826,1.5,Y,1,7,4,0,11/30/16 0:00,850000,4,1678,Good,Common Brick,Metal- Sms,Hardwood,1,2,1907,6700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3775,0.815099338,0.119735099,0.002913907,0.030198675,0.000529801,0.034701987,0.038940397,0.869668874,2008,0.929282869,0.070717131,302416019,101467.5
3827,3.5,Y,2,10,5,1,11/30/16 0:00,1075000,7,1900,Good,Common Brick,Metal- Sms,Hardwood,2,0,1743,7100,0,0,0,0,0,0,0,0,0,0.5,0,0,0,3.541620522,2911,0.335623497,0.585022329,0.005152868,0.024733768,0,0.053589832,0.054276881,0.786327722,1461,0.918548939,0.081451061,100613150,49413.5
3828,2,Y,1,5,2,0,11/30/16 0:00,775000,4,984,Average,Common Brick,Built Up,Hardwood,1,1,617,100,0,0,0,0,0,0,0,0,0,0,0,0,3.277311696,0,4890,0.908793456,0.021472393,0.001840491,0.041104294,0.000408998,0.025562372,0.060531697,0.880368098,2999,0.895631877,0.104368123,698565228,110944.5
3829,2,Y,1,6,3,1,11/30/16 0:00,1375000,5,1664,Good,Common Brick,Metal- Sms,Hardwood,1,1,1580,100,0,0,0,0,0,0,0,0,0,0,0,0,3.277311696,0,4890,0.908793456,0.021472393,0.001840491,0.041104294,0.000408998,0.025562372,0.060531697,0.880368098,2999,0.895631877,0.104368123,698565228,110944.5
3830,3,Y,1,7,3,0,11/30/16 0:00,1035000,2,1616,Average,Common Brick,Slate,Hardwood,1,1,3750,700.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4620,0.832900433,0.050865801,0.003896104,0.062337662,0.000865801,0.05021645,0.088095238,0.920995671,3275,0.908091603,0.091908397,322343565,73385
3831,4.5,Y,1,12,6,1,11/30/16 0:00,1750000,5,3262,Very Good,Common Brick,Slate,Hardwood,1,1,6750,1400.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2998,0.778519013,0.118745831,0.001667779,0.053368913,0,0.051367578,0.077384923,0.815877252,1612,0.913151365,0.086848635,226932847,122810
3832,4.5,Y,2,10,6,0,11/30/16 0:00,1640000,2,3260,Good,Common Brick,Metal- Sms,Hardwood,2,1,2000,500.01,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,1,1,0,0,3376,0.845082938,0.036729858,0.00207346,0.073755924,0.000296209,0.04443128,0.068424171,0.946386256,2186,0.92726441,0.07273559,243419505,76949.5
3833,4,N,4,11,5,0,11/30/16 0:00,899000,3,1640,Average,Common Brick,Metal- Sms,Hardwood,1,1,2575,2700.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5233,0.540416587,0.244792662,0.005541754,0.052742213,0.00038219,0.163004013,0.242499522,0.883432066,2845,0.933216169,0.066783831,226192119.8,47231
3834,3.5,Y,1,7,5,1,11/30/16 0:00,1400000,3,2501,Good,Common Brick,Metal- Pre,Hardwood,1,1,1879,3900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4474,0.734242289,0.125838176,0.004693786,0.050290568,0.000894055,0.08918194,0.12360304,0.944345105,2996,0.936582109,0.063417891,214640250,63630
3835,4,Y,2,8,6,1,11/30/16 0:00,537000,4,2649,Good,Common Brick,Metal- Sms,Wood Floor,2,0,1536,3100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2885,0.328942808,0.376429809,0.006239168,0.035008666,0,0.241247834,0.359445407,0.845407279,1131,0.892130858,0.107869142,109392822,39963
3836,1.5,N,1,5,2,1,11/30/16 0:00,494000,4,923,Good,Common Brick,Metal- Sms,Wood Floor,1,0,1781,3100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2885,0.328942808,0.376429809,0.006239168,0.035008666,0,0.241247834,0.359445407,0.845407279,1131,0.892130858,0.107869142,109392822,39963
3837,3.5,Y,1,6,4,1,11/30/16 0:00,750000,6,1680,Good,Common Brick,Metal- Sms,Hardwood,1,0,1997,2200.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3442,0.125508425,0.677222545,0.003486345,0.015979082,0,0.179546775,0.239105171,0.791400349,1186,0.935919056,0.064080944,100975796,38447
3838,3.5,Y,1,6,3,1,11/30/16 0:00,550000,4,1054,Good,Common Brick,Built Up,Hardwood,1,0,1734,1900.01,0,0,0,0,0,1,1,1,0,0,0,0,3.367690625,0,4016,0.105577689,0.752739044,0.007719124,0.008964143,0.000747012,0.136205179,0.15562749,0.794322709,1603,0.937616968,0.062383032,119188692,42401
3839,3.5,Y,1,8,4,1,11/30/16 0:00,715000,4,1368,Good,Common Brick,Metal- Sms,Hardwood,1,0,1833,2100.02,1,2,1,2,1,2,2,2,0.25,0.25,0.25,0.25,0,0,4648,0.085628227,0.770869191,0.003227194,0.00580895,0,0.145223752,0.155765921,0.785714286,2173,0.874367234,0.125632766,130031411,38248
3840,2,N,1,6,4,0,11/30/16 0:00,450000,4,1260,Average,Common Brick,Metal- Sms,Hardwood,1,0,986,9200.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2582,0.108443067,0.819907049,0.002711077,0.015491867,0.000774593,0.062354764,0.064678544,0.816808675,1259,0.845909452,0.154090548,78432565,41301
3841,3.5,Y,1,6,3,0,11/30/16 0:00,750000,3,1398,Very Good,Common Brick,Built Up,Hardwood/Carp,1,1,881,9200.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1976,0.372975709,0.515688259,0.002024291,0.025809717,0.000506073,0.090080972,0.093623482,0.889676113,619,0.920840065,0.079159935,66594041,48118
3842,2,N,1,7,4,0,11/30/16 0:00,500000,4,1269,Fair,Common Brick,Comp Shingle,Hardwood,1,0,3701,9500.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3290,0.078115502,0.857446809,0.003343465,0.009118541,0,0.059574468,0.071428571,0.846504559,1742,0.905855339,0.094144661,82172651,38670.5
3843,1.5,Y,1,6,3,0,11/30/16 0:00,530000,3,1122,Average,Common Brick,Comp Shingle,Hardwood,1,0,2970,9500.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2910,0.148453608,0.790721649,0.00137457,0.014089347,0,0.065979381,0.038831615,0.836082474,1256,0.955414013,0.044585987,113767916,60025
3844,1,N,1,8,3,0,11/30/16 0:00,500000,3,1608,Average,Aluminum,Comp Shingle,Hardwood,1,1,2588,9400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4163,0.088878213,0.832812875,0.005524862,0.010088878,0,0.072303627,0.063896229,0.815998078,1792,0.921316964,0.078683036,139399116,52796.5
